feature	cluster	CMC_score
hsa-mir-106a	BLCA	2.0
hsa-mir-106b	BLCA	5.0
hsa-mir-1-1	BLCA	4.0
hsa-mir-1180	BLCA	1.0
hsa-mir-1-2	BLCA	4.0
hsa-mir-1266	BLCA	0.0
hsa-mir-128-1	BLCA	3.5
hsa-mir-128-2	BLCA	3.5
hsa-mir-1301	BLCA	0.0
hsa-mir-1307	BLCA	1.0
hsa-mir-130b	BLCA	3.0
hsa-mir-133a-1	BLCA	4.5
hsa-mir-133a-2	BLCA	4.5
hsa-mir-133b	BLCA	3.0
hsa-mir-139	BLCA	4.0
hsa-mir-143	BLCA	6.0
hsa-mir-145	BLCA	6.0
hsa-mir-148b	BLCA	2.0
hsa-mir-149	BLCA	2.0
hsa-mir-151a	BLCA	1.5
hsa-mir-15b	BLCA	4.0
hsa-mir-16-1	BLCA	6.0
hsa-mir-16-2	BLCA	5.0
hsa-mir-17	BLCA	5.0
hsa-mir-181a-1	BLCA	5.0
hsa-mir-181a-2	BLCA	5.0
hsa-mir-181b-1	BLCA	4.0
hsa-mir-181b-2	BLCA	4.0
hsa-mir-181c	BLCA	2.5
hsa-mir-182	BLCA	4.0
hsa-mir-183	BLCA	4.5
hsa-mir-185	BLCA	1.5
hsa-mir-188	BLCA	0.5
hsa-mir-18a	BLCA	4.0
hsa-mir-191	BLCA	1.5
hsa-mir-192	BLCA	3.5
hsa-mir-193b	BLCA	3.0
hsa-mir-196b	BLCA	0.5
hsa-mir-197	BLCA	0.0
hsa-mir-19a	BLCA	5.0
hsa-mir-19b-1	BLCA	4.0
hsa-mir-19b-2	BLCA	4.0
hsa-mir-200a	BLCA	4.5
hsa-mir-200b	BLCA	4.5
hsa-mir-205	BLCA	5.0
hsa-mir-20a	BLCA	4.5
hsa-mir-21	BLCA	7.0
hsa-mir-210	BLCA	3.5
hsa-mir-215	BLCA	2.0
hsa-mir-25	BLCA	4.0
hsa-mir-301a	BLCA	3.5
hsa-mir-3065	BLCA	0.0
hsa-mir-30a	BLCA	5.5
hsa-mir-324	BLCA	3.0
hsa-mir-331	BLCA	2.0
hsa-mir-335	BLCA	3.5
hsa-mir-339	BLCA	1.5
hsa-mir-33a	BLCA	1.5
hsa-mir-345	BLCA	2.0
hsa-mir-3613	BLCA	0.0
hsa-mir-3677	BLCA	0.0
hsa-mir-423	BLCA	2.5
hsa-mir-424	BLCA	1.5
hsa-mir-425	BLCA	1.5
hsa-mir-429	BLCA	1.0
hsa-mir-450a-1	BLCA	0.0
hsa-mir-450a-2	BLCA	0.0
hsa-mir-450b	BLCA	0.0
hsa-mir-454	BLCA	0.0
hsa-mir-455	BLCA	2.5
hsa-mir-490	BLCA	0.0
hsa-mir-550a-1	BLCA	0.0
hsa-mir-550a-2	BLCA	0.0
hsa-mir-550a-3	BLCA	0.0
hsa-mir-576	BLCA	0.0
hsa-mir-584	BLCA	1.0
hsa-mir-589	BLCA	1.0
hsa-mir-590	BLCA	1.5
hsa-mir-629	BLCA	0.5
hsa-mir-651	BLCA	0.0
hsa-mir-652	BLCA	0.0
hsa-mir-671	BLCA	0.0
hsa-mir-708	BLCA	1.0
hsa-mir-7-1	BLCA	4.5
hsa-mir-744	BLCA	0.0
hsa-mir-769	BLCA	1.0
hsa-mir-92a-1	BLCA	4.5
hsa-mir-92a-2	BLCA	4.5
hsa-mir-93	BLCA	3.0
hsa-mir-937	BLCA	0.0
hsa-mir-942	BLCA	1.0
hsa-mir-96	BLCA	3.5
hsa-mir-99b	BLCA	2.0
hsa-let-7g	BLCA	3.0
hsa-mir-100	BRCA	5.0
hsa-mir-101-1	BRCA	6.0
hsa-mir-101-2	BRCA	6.0
hsa-mir-103a-1	BRCA	3.0
hsa-mir-103a-2	BRCA	3.0
hsa-mir-105-1	BRCA	0.0
hsa-mir-105-2	BRCA	0.0
hsa-mir-106a	BRCA	2.0
hsa-mir-106b	BRCA	5.0
hsa-mir-107	BRCA	3.0
hsa-mir-10a	BRCA	3.0
hsa-mir-10b	BRCA	5.0
hsa-mir-1-1	BRCA	4.0
hsa-mir-1-2	BRCA	4.0
hsa-mir-1247	BRCA	0.0
hsa-mir-125b-1	BRCA	4.0
hsa-mir-125b-2	BRCA	4.0
hsa-mir-126	BRCA	5.0
hsa-mir-1266	BRCA	0.0
hsa-mir-1269a	BRCA	1.0
hsa-mir-127	BRCA	1.5
hsa-mir-1277	BRCA	0.0
hsa-mir-128-1	BRCA	3.5
hsa-mir-128-2	BRCA	3.5
hsa-mir-129-1	BRCA	2.5
hsa-mir-129-2	BRCA	2.5
hsa-mir-1296	BRCA	1.0
hsa-mir-1301	BRCA	0.0
hsa-mir-1307	BRCA	1.0
hsa-mir-130a	BRCA	2.5
hsa-mir-130b	BRCA	3.0
hsa-mir-133a-1	BRCA	4.5
hsa-mir-133a-2	BRCA	4.5
hsa-mir-134	BRCA	1.0
hsa-mir-136	BRCA	0.5
hsa-mir-139	BRCA	4.0
hsa-mir-140	BRCA	4.0
hsa-mir-141	BRCA	4.5
hsa-mir-142	BRCA	4.0
hsa-mir-143	BRCA	6.0
hsa-mir-144	BRCA	3.0
hsa-mir-145	BRCA	6.0
hsa-mir-147b	BRCA	0.0
hsa-mir-148a	BRCA	3.0
hsa-mir-148b	BRCA	2.0
hsa-mir-149	BRCA	2.0
hsa-mir-151a	BRCA	1.5
hsa-mir-154	BRCA	0.5
hsa-mir-155	BRCA	5.5
hsa-mir-15a	BRCA	5.0
hsa-mir-15b	BRCA	4.0
hsa-mir-16-1	BRCA	6.0
hsa-mir-16-2	BRCA	5.0
hsa-mir-17	BRCA	5.0
hsa-mir-181a-1	BRCA	5.0
hsa-mir-181a-2	BRCA	5.0
hsa-mir-181b-1	BRCA	4.0
hsa-mir-181b-2	BRCA	4.0
hsa-mir-181c	BRCA	2.5
hsa-mir-182	BRCA	4.0
hsa-mir-183	BRCA	4.5
hsa-mir-184	BRCA	0.5
hsa-mir-185	BRCA	1.5
hsa-mir-187	BRCA	0.0
hsa-mir-188	BRCA	0.5
hsa-mir-18a	BRCA	4.0
hsa-mir-190a	BRCA	0.0
hsa-mir-190b	BRCA	0.0
hsa-mir-191	BRCA	1.5
hsa-mir-192	BRCA	3.5
hsa-mir-193a	BRCA	2.5
hsa-mir-194-1	BRCA	3.5
hsa-mir-194-2	BRCA	3.5
hsa-mir-195	BRCA	4.5
hsa-mir-196a-1	BRCA	1.0
hsa-mir-196a-2	BRCA	1.0
hsa-mir-199b	BRCA	3.0
hsa-mir-19a	BRCA	5.0
hsa-mir-200a	BRCA	4.5
hsa-mir-200b	BRCA	4.5
hsa-mir-200c	BRCA	4.5
hsa-mir-203a	BRCA	4.5
hsa-mir-204	BRCA	3.0
hsa-mir-205	BRCA	5.0
hsa-mir-20b	BRCA	0.5
hsa-mir-21	BRCA	7.0
hsa-mir-210	BRCA	3.5
hsa-mir-214	BRCA	4.0
hsa-mir-215	BRCA	2.0
hsa-mir-217	BRCA	0.5
hsa-mir-218-1	BRCA	3.0
hsa-mir-218-2	BRCA	3.0
hsa-mir-22	BRCA	2.5
hsa-mir-221	BRCA	5.0
hsa-mir-223	BRCA	4.0
hsa-mir-224	BRCA	3.5
hsa-mir-26a-1	BRCA	6.0
hsa-mir-26a-2	BRCA	6.0
hsa-mir-27a	BRCA	4.0
hsa-mir-27b	BRCA	3.5
hsa-mir-28	BRCA	3.0
hsa-mir-296	BRCA	0.5
hsa-mir-299	BRCA	0.5
hsa-mir-29a	BRCA	4.5
hsa-mir-29b-1	BRCA	5.0
hsa-mir-29b-2	BRCA	5.0
hsa-mir-301a	BRCA	3.5
hsa-mir-301b	BRCA	0.0
hsa-mir-3065	BRCA	0.0
hsa-mir-30a	BRCA	5.5
hsa-mir-30c-2	BRCA	4.5
hsa-mir-30e	BRCA	5.0
hsa-mir-3127	BRCA	0.0
hsa-mir-32	BRCA	3.5
hsa-mir-3200	BRCA	0.0
hsa-mir-320a	BRCA	2.0
hsa-mir-323b	BRCA	0.0
hsa-mir-324	BRCA	3.0
hsa-mir-326	BRCA	1.0
hsa-mir-328	BRCA	1.5
hsa-mir-329-1	BRCA	0.0
hsa-mir-329-2	BRCA	0.0
hsa-mir-330	BRCA	1.0
hsa-mir-331	BRCA	2.0
hsa-mir-335	BRCA	3.5
hsa-mir-337	BRCA	1.5
hsa-mir-338	BRCA	1.5
hsa-mir-339	BRCA	1.5
hsa-mir-33a	BRCA	1.5
hsa-mir-33b	BRCA	0.0
hsa-mir-340	BRCA	0.5
hsa-mir-342	BRCA	3.5
hsa-mir-345	BRCA	2.0
hsa-mir-361	BRCA	1.5
hsa-mir-3613	BRCA	0.0
hsa-mir-3614	BRCA	0.0
hsa-mir-365a	BRCA	1.5
hsa-mir-3664	BRCA	0.0
hsa-mir-3677	BRCA	0.0
hsa-mir-369	BRCA	0.0
hsa-mir-370	BRCA	0.5
hsa-mir-374b	BRCA	0.0
hsa-mir-375	BRCA	4.0
hsa-mir-376a-1	BRCA	0.0
hsa-mir-376a-2	BRCA	0.0
hsa-mir-376b	BRCA	0.0
hsa-mir-376c	BRCA	0.0
hsa-mir-377	BRCA	0.0
hsa-mir-378a	BRCA	3.0
hsa-mir-379	BRCA	1.0
hsa-mir-381	BRCA	0.0
hsa-mir-383	BRCA	1.0
hsa-mir-3928	BRCA	0.0
hsa-mir-410	BRCA	0.0
hsa-mir-411	BRCA	0.0
hsa-mir-423	BRCA	2.5
hsa-mir-424	BRCA	1.5
hsa-mir-425	BRCA	1.5
hsa-mir-429	BRCA	1.0
hsa-mir-431	BRCA	0.0
hsa-mir-432	BRCA	0.0
hsa-mir-433	BRCA	0.0
hsa-mir-449a	BRCA	2.0
hsa-mir-450b	BRCA	0.0
hsa-mir-451a	BRCA	4.5
hsa-mir-452	BRCA	0.0
hsa-mir-454	BRCA	0.0
hsa-mir-455	BRCA	2.5
hsa-mir-483	BRCA	2.0
hsa-mir-485	BRCA	0.0
hsa-mir-486-1	BRCA	2.0
hsa-mir-486-2	BRCA	2.0
hsa-mir-487b	BRCA	0.0
hsa-mir-491	BRCA	0.0
hsa-mir-493	BRCA	0.0
hsa-mir-494	BRCA	2.0
hsa-mir-495	BRCA	1.0
hsa-mir-497	BRCA	3.5
hsa-mir-503	BRCA	0.5
hsa-mir-511	BRCA	0.0
hsa-mir-539	BRCA	0.0
hsa-mir-543	BRCA	0.0
hsa-mir-551b	BRCA	0.0
hsa-mir-584	BRCA	1.0
hsa-mir-585	BRCA	0.0
hsa-mir-589	BRCA	1.0
hsa-mir-590	BRCA	1.5
hsa-mir-592	BRCA	0.0
hsa-mir-615	BRCA	1.0
hsa-mir-616	BRCA	0.0
hsa-mir-625	BRCA	2.0
hsa-mir-628	BRCA	0.0
hsa-mir-629	BRCA	0.5
hsa-mir-654	BRCA	0.0
hsa-mir-655	BRCA	0.0
hsa-mir-656	BRCA	0.0
hsa-mir-671	BRCA	0.0
hsa-mir-675	BRCA	0.0
hsa-mir-676	BRCA	0.0
hsa-mir-708	BRCA	1.0
hsa-mir-7-1	BRCA	4.5
hsa-mir-7-2	BRCA	4.5
hsa-mir-7-3	BRCA	4.5
hsa-mir-744	BRCA	0.0
hsa-mir-758	BRCA	0.0
hsa-mir-760	BRCA	0.0
hsa-mir-766	BRCA	0.0
hsa-mir-767	BRCA	0.0
hsa-mir-769	BRCA	1.0
hsa-mir-877	BRCA	0.0
hsa-mir-889	BRCA	0.0
hsa-mir-92a-1	BRCA	4.5
hsa-mir-92a-2	BRCA	4.5
hsa-mir-92b	BRCA	1.0
hsa-mir-93	BRCA	3.0
hsa-mir-937	BRCA	0.0
hsa-mir-944	BRCA	0.0
hsa-mir-96	BRCA	3.5
hsa-mir-98	BRCA	2.0
hsa-mir-99a	BRCA	5.0
hsa-mir-99b	BRCA	2.0
hsa-let-7a-1	BRCA	4.5
hsa-let-7a-2	BRCA	4.5
hsa-let-7a-3	BRCA	4.5
hsa-let-7b	BRCA	5.0
hsa-let-7c	BRCA	5.0
hsa-let-7d	BRCA	4.0
hsa-let-7f-1	BRCA	4.0
hsa-let-7f-2	BRCA	4.0
hsa-let-7g	BRCA	3.0
hsa-let-7i	BRCA	3.5
hsa-mir-101-1	CHOL	6.0
hsa-mir-101-2	CHOL	6.0
hsa-mir-122	CHOL	3.5
hsa-mir-125b-2	CHOL	4.0
hsa-mir-1301	CHOL	0.0
hsa-mir-139	CHOL	4.0
hsa-mir-144	CHOL	3.0
hsa-mir-148a	CHOL	3.0
hsa-mir-152	CHOL	3.0
hsa-mir-182	CHOL	4.0
hsa-mir-183	CHOL	4.5
hsa-mir-192	CHOL	3.5
hsa-mir-193a	CHOL	2.5
hsa-mir-193b	CHOL	3.0
hsa-mir-194-1	CHOL	3.5
hsa-mir-194-2	CHOL	3.5
hsa-mir-200a	CHOL	4.5
hsa-mir-200b	CHOL	4.5
hsa-mir-21	CHOL	7.0
hsa-mir-22	CHOL	2.5
hsa-mir-23b	CHOL	3.0
hsa-mir-24-1	CHOL	3.0
hsa-mir-24-2	CHOL	3.0
hsa-mir-27a	CHOL	4.0
hsa-mir-27b	CHOL	3.5
hsa-mir-30e	CHOL	5.0
hsa-mir-330	CHOL	1.0
hsa-mir-365a	CHOL	1.5
hsa-mir-378a	CHOL	3.0
hsa-mir-383	CHOL	1.0
hsa-mir-424	CHOL	1.5
hsa-mir-429	CHOL	1.0
hsa-mir-451a	CHOL	4.5
hsa-mir-483	CHOL	2.0
hsa-mir-490	CHOL	0.0
hsa-mir-92b	CHOL	1.0
hsa-mir-96	CHOL	3.5
hsa-mir-99a	CHOL	5.0
hsa-mir-99b	CHOL	2.0
hsa-let-7c	CHOL	5.0
hsa-mir-101-1	COAD	6.0
hsa-mir-101-2	COAD	6.0
hsa-mir-106b	COAD	5.0
hsa-mir-1180	COAD	1.0
hsa-mir-1249	COAD	0.0
hsa-mir-125a	COAD	4.0
hsa-mir-126	COAD	5.0
hsa-mir-1266	COAD	0.0
hsa-mir-129-1	COAD	2.5
hsa-mir-129-2	COAD	2.5
hsa-mir-1296	COAD	1.0
hsa-mir-1306	COAD	0.0
hsa-mir-1307	COAD	1.0
hsa-mir-135b	COAD	2.5
hsa-mir-136	COAD	0.5
hsa-mir-139	COAD	4.0
hsa-mir-140	COAD	4.0
hsa-mir-141	COAD	4.5
hsa-mir-142	COAD	4.0
hsa-mir-144	COAD	3.0
hsa-mir-146b	COAD	2.5
hsa-mir-150	COAD	4.0
hsa-mir-152	COAD	3.0
hsa-mir-16-1	COAD	6.0
hsa-mir-16-2	COAD	5.0
hsa-mir-181a-1	COAD	5.0
hsa-mir-181a-2	COAD	5.0
hsa-mir-182	COAD	4.0
hsa-mir-185	COAD	1.5
hsa-mir-18a	COAD	4.0
hsa-mir-193a	COAD	2.5
hsa-mir-193b	COAD	3.0
hsa-mir-195	COAD	4.5
hsa-mir-197	COAD	0.0
hsa-mir-199a-1	COAD	5.0
hsa-mir-199a-2	COAD	5.0
hsa-mir-199b	COAD	3.0
hsa-mir-19a	COAD	5.0
hsa-mir-19b-1	COAD	4.0
hsa-mir-19b-2	COAD	4.0
hsa-mir-200c	COAD	4.5
hsa-mir-21	COAD	7.0
hsa-mir-222	COAD	4.5
hsa-mir-2355	COAD	1.0
hsa-mir-23a	COAD	3.5
hsa-mir-26a-1	COAD	6.0
hsa-mir-29a	COAD	4.5
hsa-mir-29b-1	COAD	5.0
hsa-mir-29b-2	COAD	5.0
hsa-mir-301a	COAD	3.5
hsa-mir-30e	COAD	5.0
hsa-mir-32	COAD	3.5
hsa-mir-324	COAD	3.0
hsa-mir-328	COAD	1.5
hsa-mir-330	COAD	1.0
hsa-mir-335	COAD	3.5
hsa-mir-342	COAD	3.5
hsa-mir-361	COAD	1.5
hsa-mir-374a	COAD	0.0
hsa-mir-378a	COAD	3.0
hsa-mir-423	COAD	2.5
hsa-mir-429	COAD	1.0
hsa-mir-450b	COAD	0.0
hsa-mir-452	COAD	0.0
hsa-mir-486-1	COAD	2.0
hsa-mir-486-2	COAD	2.0
hsa-mir-505	COAD	0.5
hsa-mir-532	COAD	1.5
hsa-mir-542	COAD	1.0
hsa-mir-574	COAD	1.0
hsa-mir-582	COAD	0.0
hsa-mir-589	COAD	1.0
hsa-mir-590	COAD	1.5
hsa-mir-605	COAD	0.0
hsa-mir-628	COAD	0.0
hsa-mir-652	COAD	0.0
hsa-mir-671	COAD	0.0
hsa-mir-744	COAD	0.0
hsa-mir-766	COAD	0.0
hsa-mir-92b	COAD	1.0
hsa-mir-96	COAD	3.5
hsa-mir-98	COAD	2.0
hsa-let-7a-1	COAD	4.5
hsa-let-7a-2	COAD	4.5
hsa-let-7a-3	COAD	4.5
hsa-let-7b	COAD	5.0
hsa-let-7d	COAD	4.0
hsa-mir-103a-1	ESCA	3.0
hsa-mir-103a-2	ESCA	3.0
hsa-mir-106b	ESCA	5.0
hsa-mir-1180	ESCA	1.0
hsa-mir-135b	ESCA	2.5
hsa-mir-15a	ESCA	5.0
hsa-mir-15b	ESCA	4.0
hsa-mir-16-1	ESCA	6.0
hsa-mir-181a-1	ESCA	5.0
hsa-mir-181a-2	ESCA	5.0
hsa-mir-181b-1	ESCA	4.0
hsa-mir-181b-2	ESCA	4.0
hsa-mir-196a-1	ESCA	1.0
hsa-mir-196a-2	ESCA	1.0
hsa-mir-21	ESCA	7.0
hsa-mir-25	ESCA	4.0
hsa-mir-331	ESCA	2.0
hsa-mir-335	ESCA	3.5
hsa-mir-629	ESCA	0.5
hsa-mir-877	ESCA	0.0
hsa-mir-92a-1	ESCA	4.5
hsa-mir-93	ESCA	3.0
hsa-mir-942	ESCA	1.0
hsa-mir-100	HNSC	5.0
hsa-mir-101-1	HNSC	6.0
hsa-mir-101-2	HNSC	6.0
hsa-mir-103a-1	HNSC	3.0
hsa-mir-103a-2	HNSC	3.0
hsa-mir-105-1	HNSC	0.0
hsa-mir-105-2	HNSC	0.0
hsa-mir-106b	HNSC	5.0
hsa-mir-10b	HNSC	5.0
hsa-mir-1-1	HNSC	4.0
hsa-mir-1180	HNSC	1.0
hsa-mir-1-2	HNSC	4.0
hsa-mir-125b-1	HNSC	4.0
hsa-mir-125b-2	HNSC	4.0
hsa-mir-126	HNSC	5.0
hsa-mir-1269a	HNSC	1.0
hsa-mir-127	HNSC	1.5
hsa-mir-1301	HNSC	0.0
hsa-mir-1306	HNSC	0.0
hsa-mir-1307	HNSC	1.0
hsa-mir-130b	HNSC	3.0
hsa-mir-133a-1	HNSC	4.5
hsa-mir-133a-2	HNSC	4.5
hsa-mir-135a-1	HNSC	2.0
hsa-mir-135a-2	HNSC	2.0
hsa-mir-135b	HNSC	2.5
hsa-mir-136	HNSC	0.5
hsa-mir-139	HNSC	4.0
hsa-mir-140	HNSC	4.0
hsa-mir-143	HNSC	6.0
hsa-mir-144	HNSC	3.0
hsa-mir-145	HNSC	6.0
hsa-mir-146b	HNSC	2.5
hsa-mir-148b	HNSC	2.0
hsa-mir-151a	HNSC	1.5
hsa-mir-154	HNSC	0.5
hsa-mir-15a	HNSC	5.0
hsa-mir-15b	HNSC	4.0
hsa-mir-16-2	HNSC	5.0
hsa-mir-17	HNSC	5.0
hsa-mir-181a-1	HNSC	5.0
hsa-mir-181a-2	HNSC	5.0
hsa-mir-181b-1	HNSC	4.0
hsa-mir-181b-2	HNSC	4.0
hsa-mir-182	HNSC	4.0
hsa-mir-183	HNSC	4.5
hsa-mir-185	HNSC	1.5
hsa-mir-18a	HNSC	4.0
hsa-mir-190a	HNSC	0.0
hsa-mir-1910	HNSC	0.0
hsa-mir-193b	HNSC	3.0
hsa-mir-195	HNSC	4.5
hsa-mir-196a-1	HNSC	1.0
hsa-mir-196a-2	HNSC	1.0
hsa-mir-196b	HNSC	0.5
hsa-mir-197	HNSC	0.0
hsa-mir-199b	HNSC	3.0
hsa-mir-19a	HNSC	5.0
hsa-mir-204	HNSC	3.0
hsa-mir-205	HNSC	5.0
hsa-mir-208b	HNSC	0.0
hsa-mir-20a	HNSC	4.5
hsa-mir-21	HNSC	7.0
hsa-mir-210	HNSC	3.5
hsa-mir-217	HNSC	0.5
hsa-mir-218-1	HNSC	3.0
hsa-mir-218-2	HNSC	3.0
hsa-mir-22	HNSC	2.5
hsa-mir-222	HNSC	4.5
hsa-mir-224	HNSC	3.5
hsa-mir-2355	HNSC	1.0
hsa-mir-23a	HNSC	3.5
hsa-mir-24-2	HNSC	3.0
hsa-mir-25	HNSC	4.0
hsa-mir-26a-1	HNSC	6.0
hsa-mir-26a-2	HNSC	6.0
hsa-mir-26b	HNSC	3.5
hsa-mir-27b	HNSC	3.5
hsa-mir-28	HNSC	3.0
hsa-mir-299	HNSC	0.5
hsa-mir-29a	HNSC	4.5
hsa-mir-29b-1	HNSC	5.0
hsa-mir-29b-2	HNSC	5.0
hsa-mir-29c	HNSC	6.0
hsa-mir-301a	HNSC	3.5
hsa-mir-30a	HNSC	5.5
hsa-mir-30b	HNSC	3.0
hsa-mir-30c-2	HNSC	4.5
hsa-mir-30d	HNSC	3.0
hsa-mir-30e	HNSC	5.0
hsa-mir-31	HNSC	5.0
hsa-mir-3127	HNSC	0.0
hsa-mir-320a	HNSC	2.0
hsa-mir-320b-1	HNSC	0.0
hsa-mir-320b-2	HNSC	0.0
hsa-mir-323b	HNSC	0.0
